Pango lineage,,,,,,,,,,,,,,,,,,,
taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note,pango_lineage_unaliased,sample,method,depth
Consensus_UT-UPHL-250418366557_seqkit_10000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,10000
Consensus_UT-UPHL-250418366557_seqkit_1000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.9,0.03,scorpio call: Alt alleles 56; Ref alleles 2; Amb alleles 1; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,1000
Consensus_UT-UPHL-250418366557_seqkit_100_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.87,0.03,scorpio call: Alt alleles 54; Ref alleles 2; Amb alleles 3; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,100
Consensus_UT-UPHL-250418366557_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.71,,Unassigned,UT-UPHL-250418366557,seqkit,10
Consensus_UT-UPHL-250418366557_seqkit_200_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.87,0.03,scorpio call: Alt alleles 54; Ref alleles 2; Amb alleles 2; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,200
Consensus_UT-UPHL-250418366557_seqkit_300_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,300
Consensus_UT-UPHL-250418366557_seqkit_30_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.81,0.03,scorpio call: Alt alleles 50; Ref alleles 2; Amb alleles 8; Oth alleles 2,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.14,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,30
Consensus_UT-UPHL-250418366557_seqkit_400_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.89,0.03,scorpio call: Alt alleles 55; Ref alleles 2; Amb alleles 1; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.03,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,400
Consensus_UT-UPHL-250418366557_seqkit_5000_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,5000
Consensus_UT-UPHL-250418366557_seqkit_500_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,500
Consensus_UT-UPHL-250418366557_seqkit_50_threshold_0.6_quality_20,LF.7.7.1,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 5; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: LF.7.7.1(1/1),B.1.1.529.2.86.1.1.16.1.7.7.1,UT-UPHL-250418366557,seqkit,50
Consensus_UT-UPHL-250418375951_bbnorm_10000_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,10000
Consensus_UT-UPHL-250418375951_bbnorm_1000_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,1000
Consensus_UT-UPHL-250418375951_bbnorm_100_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,100
Consensus_UT-UPHL-250418375951_bbnorm_10_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 5; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,10
Consensus_UT-UPHL-250418375951_bbnorm_200_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,200
Consensus_UT-UPHL-250418375951_bbnorm_300_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,300
Consensus_UT-UPHL-250418375951_bbnorm_30_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,30
Consensus_UT-UPHL-250418375951_bbnorm_400_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,400
Consensus_UT-UPHL-250418375951_bbnorm_5000_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,5000
Consensus_UT-UPHL-250418375951_bbnorm_500_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,500
Consensus_UT-UPHL-250418375951_bbnorm_50_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,bbnorm,50
Consensus_UT-UPHL-250418375951_raw_all_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,raw,all
Consensus_UT-UPHL-250418375951_seqkit_10000_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,10000
Consensus_UT-UPHL-250418375951_seqkit_1000_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,1000
Consensus_UT-UPHL-250418375951_seqkit_100_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.87,0.02,scorpio call: Alt alleles 54; Ref alleles 1; Amb alleles 2; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,100
Consensus_UT-UPHL-250418375951_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.67,,Unassigned,UT-UPHL-250418375951,seqkit,10
Consensus_UT-UPHL-250418375951_seqkit_200_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.89,0.02,scorpio call: Alt alleles 55; Ref alleles 1; Amb alleles 1; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,200
Consensus_UT-UPHL-250418375951_seqkit_300_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,300
Consensus_UT-UPHL-250418375951_seqkit_30_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.73,0.02,scorpio call: Alt alleles 45; Ref alleles 1; Amb alleles 12; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.16,Usher placements: XEC(2/2); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,30
Consensus_UT-UPHL-250418375951_seqkit_400_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,400
Consensus_UT-UPHL-250418375951_seqkit_5000_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,5000
Consensus_UT-UPHL-250418375951_seqkit_500_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.9,0.02,scorpio call: Alt alleles 56; Ref alleles 1; Amb alleles 0; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,500
Consensus_UT-UPHL-250418375951_seqkit_50_threshold_0.6_quality_20,XEC,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 5; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: XEC(1/1); scorpio lineage BA.2 conflicts with inference lineage XEC,XEC,UT-UPHL-250418375951,seqkit,50
Consensus_UT-UPHL-250418386383_bbnorm_10000_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,10000
Consensus_UT-UPHL-250418386383_bbnorm_1000_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,1000
Consensus_UT-UPHL-250418386383_bbnorm_100_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,100
Consensus_UT-UPHL-250418386383_bbnorm_10_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.85,0.02,scorpio call: Alt alleles 53; Ref alleles 1; Amb alleles 4; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,10
Consensus_UT-UPHL-250418386383_bbnorm_200_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,200
Consensus_UT-UPHL-250418386383_bbnorm_300_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,300
Consensus_UT-UPHL-250418386383_bbnorm_30_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,30
Consensus_UT-UPHL-250418386383_bbnorm_400_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,400
Consensus_UT-UPHL-250418386383_bbnorm_5000_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 5; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,5000
Consensus_UT-UPHL-250418386383_bbnorm_500_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,500
Consensus_UT-UPHL-250418386383_bbnorm_50_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.92,0.02,scorpio call: Alt alleles 57; Ref alleles 1; Amb alleles 0; Oth alleles 4,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,bbnorm,50
Consensus_UT-UPHL-250418386383_raw_all_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 2; Oth alleles 7,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,raw,all
Consensus_UT-UPHL-250418386383_seqkit_10000_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 4; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,10000
Consensus_UT-UPHL-250418386383_seqkit_1000_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.06,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,1000
Consensus_UT-UPHL-250418386383_seqkit_100_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.76,0.02,scorpio call: Alt alleles 47; Ref alleles 1; Amb alleles 7; Oth alleles 7,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.12,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,100
Consensus_UT-UPHL-250418386383_seqkit_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.69,,Unassigned,UT-UPHL-250418386383,seqkit,10
Consensus_UT-UPHL-250418386383_seqkit_200_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 4; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.11,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,200
Consensus_UT-UPHL-250418386383_seqkit_300_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 3; Oth alleles 6,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,300
Consensus_UT-UPHL-250418386383_seqkit_30_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.74,0.02,scorpio call: Alt alleles 46; Ref alleles 1; Amb alleles 12; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.23,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,30
Consensus_UT-UPHL-250418386383_seqkit_400_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 2; Oth alleles 7,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.08,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,400
Consensus_UT-UPHL-250418386383_seqkit_5000_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 2; Oth alleles 7,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.05,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,5000
Consensus_UT-UPHL-250418386383_seqkit_500_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.84,0.02,scorpio call: Alt alleles 52; Ref alleles 1; Amb alleles 0; Oth alleles 9,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,500
Consensus_UT-UPHL-250418386383_seqkit_50_threshold_0.6_quality_20,PA.3,0,,Omicron (BA.2-like),0.82,0.02,scorpio call: Alt alleles 51; Ref alleles 1; Amb alleles 7; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.12,Usher placements: PA.3(1/1),B.1.1.529.2.86.1.1.11.1.3.1.1.10.1.1.3,UT-UPHL-250418386383,seqkit,50
Consensus_UT-UPHL-250418392879_bbnorm_10000_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.84,0.03,scorpio call: Alt alleles 52; Ref alleles 2; Amb alleles 3; Oth alleles 5,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.1,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,10000
Consensus_UT-UPHL-250418392879_bbnorm_1000_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.87,0.03,scorpio call: Alt alleles 54; Ref alleles 2; Amb alleles 3; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.07,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,1000
Consensus_UT-UPHL-250418392879_bbnorm_100_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.9,0.03,scorpio call: Alt alleles 56; Ref alleles 2; Amb alleles 1; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,100
Consensus_UT-UPHL-250418392879_bbnorm_10_threshold_0.6_quality_20,Unassigned,,,,,,,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,fail,Ambiguous_content:0.54,,Unassigned,UT-UPHL-250418392879,bbnorm,10
Consensus_UT-UPHL-250418392879_bbnorm_200_threshold_0.6_quality_20,PC.2.1.1,0,,Omicron (BA.2-like),0.92,0.03,scorpio call: Alt alleles 57; Ref alleles 2; Amb alleles 0; Oth alleles 3,PUSHER-v1.34,4.3.1,0.3.19,v0.1.12,FALSE,pass,Ambiguous_content:0.02,Usher placements: PC.2.1.1(1/1),B.1.1.529.2.86.1.1.16.1.7.2.1.2.1.1,UT-UPHL-250418392879,bbnorm,200
