#rname,startpos,endpos,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq,sample,method,depth
MN908947.3,1,29903,25684,29815,99.7057,102.228,38.7,42.6,UT-UPHL-250418143629,bbnorm,50
MN908947.3,1,29903,15464,29804,99.6689,60.8961,38.6,42.4,UT-UPHL-250418143629,bbnorm,30
MN908947.3,1,29903,4469,29761,99.5251,17.7007,38.5,42.4,UT-UPHL-250418143629,bbnorm,10
MN908947.3,1,29903,1804559,29879,99.9197,7651.57,38.9,43.1,UT-UPHL-250418143629,seqkit,10000
MN908947.3,1,29903,902055,29869,99.8863,3824.24,38.9,43.1,UT-UPHL-250418143629,seqkit,5000
MN908947.3,1,29903,177821,29864,99.8696,760.073,38.9,43.1,UT-UPHL-250418143629,seqkit,1000
MN908947.3,1,29903,88792,29843,99.7994,379.561,38.9,43.1,UT-UPHL-250418143629,seqkit,500
MN908947.3,1,29903,53554,29834,99.7693,228.502,38.9,43.1,UT-UPHL-250418143629,seqkit,400
MN908947.3,1,29903,35699,29735,99.4382,152.395,38.9,43.2,UT-UPHL-250418143629,seqkit,300
MN908947.3,1,29903,26795,29716,99.3746,114.408,38.9,43.1,UT-UPHL-250418143629,seqkit,200
MN908947.3,1,29903,17789,29687,99.2777,76.221,38.9,43.1,UT-UPHL-250418143629,seqkit,100
MN908947.3,1,29903,8960,29643,99.1305,38.2579,38.9,43.1,UT-UPHL-250418143629,seqkit,50
MN908947.3,1,29903,5368,29300,97.9835,22.9833,38.9,43.1,UT-UPHL-250418143629,seqkit,30
MN908947.3,1,29903,1796,27418,91.6898,7.63392,38.8,43,UT-UPHL-250418143629,seqkit,10
MN908947.3,1,29903,154093,29808,99.6823,687.645,38.9,43.4,UT-UPHL-250418151418,all,all
MN908947.3,1,29903,153988,29808,99.6823,687.336,38.9,43.4,UT-UPHL-250418151418,bbnorm,5000
MN908947.3,1,29903,153987,29808,99.6823,687.334,38.9,43.4,UT-UPHL-250418151418,bbnorm,10000
MN908947.3,1,29903,147036,29808,99.6823,656.462,38.9,43.4,UT-UPHL-250418151418,bbnorm,1000
MN908947.3,1,29903,119000,29808,99.6823,530.715,38.9,43.4,UT-UPHL-250418151418,bbnorm,500
MN908947.3,1,29903,107285,29808,99.6823,478.237,38.9,43.3,UT-UPHL-250418151418,bbnorm,400
MN908947.3,1,29903,90063,29806,99.6756,401.765,39,43.3,UT-UPHL-250418151418,bbnorm,300
MN908947.3,1,29903,67720,29802,99.6622,301.05,39,43.3,UT-UPHL-250418151418,bbnorm,200
MN908947.3,1,29903,37447,29790,99.6221,166.11,39,43.3,UT-UPHL-250418151418,bbnorm,100
MN908947.3,1,29903,19520,29788,99.6154,85.9613,39,43.3,UT-UPHL-250418151418,bbnorm,50
MN908947.3,1,29903,11909,29770,99.5552,52.5501,39,43.2,UT-UPHL-250418151418,bbnorm,30
MN908947.3,1,29903,3861,29704,99.3345,17.0529,39,43.3,UT-UPHL-250418151418,bbnorm,10
MN908947.3,1,29903,154093,29808,99.6823,687.645,38.9,43.4,UT-UPHL-250418151418,seqkit,10000
MN908947.3,1,29903,154093,29808,99.6823,687.645,38.9,43.4,UT-UPHL-250418151418,seqkit,1000
MN908947.3,1,29903,154093,29808,99.6823,687.646,38.9,43.4,UT-UPHL-250418151418,seqkit,5000
MN908947.3,1,29903,88278,29806,99.6756,394.735,38.9,43.4,UT-UPHL-250418151418,seqkit,500
MN908947.3,1,29903,52908,29778,99.582,236.323,38.9,43.4,UT-UPHL-250418151418,seqkit,400
MN908947.3,1,29903,35448,29775,99.5719,158.35,38.9,43.4,UT-UPHL-250418151418,seqkit,300
MN908947.3,1,29903,26613,29693,99.2977,118.904,38.9,43.4,UT-UPHL-250418151418,seqkit,200
MN908947.3,1,29903,17562,29652,99.1606,78.4588,38.9,43.4,UT-UPHL-250418151418,seqkit,100
MN908947.3,1,29903,8869,29314,98.0303,39.7147,38.9,43.4,UT-UPHL-250418151418,seqkit,50
MN908947.3,1,29903,5325,28371,94.8768,23.8945,38.9,43.4,UT-UPHL-250418151418,seqkit,30
MN908947.3,1,29903,1821,26136,87.4026,8.12868,38.9,43.4,UT-UPHL-250418151418,seqkit,10
MN908947.3,1,29903,2524146,29903,100,10554.3,38.9,43.2,UT-UPHL-250418175235,all,all
MN908947.3,1,29903,2294450,29892,99.9632,9584.85,38.9,43.2,UT-UPHL-250418175235,bbnorm,10000
MN908947.3,1,29903,1654149,29892,99.9632,6886.11,38.9,43.2,UT-UPHL-250418175235,bbnorm,5000
MN908947.3,1,29903,467461,29892,99.9632,1883.89,38.9,43,UT-UPHL-250418175235,bbnorm,1000
MN908947.3,1,29903,245117,29864,99.8696,979.217,38.9,42.9,UT-UPHL-250418175235,bbnorm,500
MN908947.3,1,29903,195642,29879,99.9197,785.211,38.9,42.9,UT-UPHL-250418175235,bbnorm,400
MN908947.3,1,29903,148372,29878,99.9164,594.726,38.8,42.8,UT-UPHL-250418175235,bbnorm,300
MN908947.3,1,29903,99024,29861,99.8595,399.151,38.8,42.8,UT-UPHL-250418175235,bbnorm,200
MN908947.3,1,29903,51915,29826,99.7425,206.055,38.7,42.7,UT-UPHL-250418175235,bbnorm,100
MN908947.3,1,29903,26457,29815,99.7057,103.541,38.6,42.5,UT-UPHL-250418175235,bbnorm,50
MN908947.3,1,29903,15574,29817,99.7124,60.3435,38.6,42.4,UT-UPHL-250418175235,bbnorm,30
MN908947.3,1,29903,4654,29800,99.6556,18.2012,38.4,42.3,UT-UPHL-250418175235,bbnorm,10
MN908947.3,1,29903,1754782,29903,100,7303.16,38.9,43.2,UT-UPHL-250418175235,seqkit,10000
MN908947.3,1,29903,882003,29902,99.9967,3660.07,38.9,43.2,UT-UPHL-250418175235,seqkit,5000
MN908947.3,1,29903,174442,29898,99.9833,728.08,38.9,43.2,UT-UPHL-250418175235,seqkit,1000
MN908947.3,1,29903,86649,29887,99.9465,362.864,38.9,43.2,UT-UPHL-250418175235,seqkit,500
MN908947.3,1,29903,52443,29855,99.8395,218.783,38.9,43.2,UT-UPHL-250418175235,seqkit,400
MN908947.3,1,29903,34794,29784,99.602,145.568,38.9,43.3,UT-UPHL-250418175235,seqkit,300
MN908947.3,1,29903,25974,29654,99.1673,108.874,38.9,43.2,UT-UPHL-250418175235,seqkit,200
MN908947.3,1,29903,17483,29267,97.8731,73.0908,38.8,43.3,UT-UPHL-250418175235,seqkit,100
MN908947.3,1,29903,8662,28697,95.967,36.5129,38.8,43.2,UT-UPHL-250418175235,seqkit,50
MN908947.3,1,29903,5248,27978,93.5625,22.0589,38.8,43.3,UT-UPHL-250418175235,seqkit,30
MN908947.3,1,29903,1762,25545,85.4262,7.34966,38.8,43.2,UT-UPHL-250418175235,seqkit,10
MN908947.3,1,29903,2377557,29882,99.9298,9801.56,38.9,43.3,UT-UPHL-250418175387,all,all
MN908947.3,1,29903,1745864,29882,99.9298,7154.79,38.9,43.2,UT-UPHL-250418175387,bbnorm,10000
MN908947.3,1,29903,1229988,29882,99.9298,5021.62,38.9,43.1,UT-UPHL-250418175387,bbnorm,5000
MN908947.3,1,29903,385037,29834,99.7693,1544,38.9,42.9,UT-UPHL-250418175387,bbnorm,1000
MN908947.3,1,29903,216700,29864,99.8696,859.875,38.9,42.7,UT-UPHL-250418175387,bbnorm,500
MN908947.3,1,29903,178755,29864,99.8696,707.491,38.9,42.7,UT-UPHL-250418175387,bbnorm,400
MN908947.3,1,29903,139651,29837,99.7793,550.452,38.9,42.7,UT-UPHL-250418175387,bbnorm,300
MN908947.3,1,29903,95589,29834,99.7693,377.156,38.8,42.6,UT-UPHL-250418175387,bbnorm,200
MN908947.3,1,29903,51714,29832,99.7626,200.033,38.8,42.4,UT-UPHL-250418175387,bbnorm,100
MN908947.3,1,29903,26928,29812,99.6957,102.287,38.7,42.2,UT-UPHL-250418175387,bbnorm,50
MN908947.3,1,29903,16069,29804,99.6689,60.9315,38.6,42,UT-UPHL-250418175387,bbnorm,30
MN908947.3,1,29903,5077,29785,99.6054,19.108,38.6,41.7,UT-UPHL-250418175387,bbnorm,10
MN908947.3,1,29903,1746168,29881,99.9264,7178.1,38.9,43.3,UT-UPHL-250418175387,seqkit,10000
MN908947.3,1,29903,872653,29867,99.8796,3587.76,38.9,43.3,UT-UPHL-250418175387,seqkit,5000
MN908947.3,1,29903,171468,29702,99.3278,711.602,38.9,43.3,UT-UPHL-250418175387,seqkit,1000
MN908947.3,1,29903,86644,29027,97.0705,357.587,38.9,43.3,UT-UPHL-250418175387,seqkit,500
MN908947.3,1,29903,51874,28383,94.9169,214.324,38.9,43.3,UT-UPHL-250418175387,seqkit,400
MN908947.3,1,29903,34549,27981,93.5726,142.764,38.9,43.3,UT-UPHL-250418175387,seqkit,300
MN908947.3,1,29903,25849,27733,92.7432,106.614,38.9,43.3,UT-UPHL-250418175387,seqkit,200
MN908947.3,1,29903,17370,27235,91.0778,71.504,38.9,43.2,UT-UPHL-250418175387,seqkit,100
MN908947.3,1,29903,8638,25768,86.172,35.4745,38.9,43.2,UT-UPHL-250418175387,seqkit,50
MN908947.3,1,29903,5129,24454,81.7777,21.088,38.9,43.2,UT-UPHL-250418175387,seqkit,30
MN908947.3,1,29903,1719,20179,67.4815,7.05943,38.9,43.2,UT-UPHL-250418175387,seqkit,10
MN908947.3,1,29903,2270009,29882,99.9298,9420.58,38.8,43.2,UT-UPHL-250418190913,all,all
MN908947.3,1,29903,2188632,29882,99.9298,9079.97,38.8,43.2,UT-UPHL-250418190913,bbnorm,10000
MN908947.3,1,29903,1697861,29882,99.9298,7019.37,38.8,43.1,UT-UPHL-250418190913,bbnorm,5000
MN908947.3,1,29903,477690,29854,99.8361,1926.16,38.9,43,UT-UPHL-250418190913,bbnorm,1000
MN908947.3,1,29903,251095,29834,99.7693,1000.13,38.8,42.9,UT-UPHL-250418190913,bbnorm,500
MN908947.3,1,29903,201350,29836,99.7759,803.419,38.8,42.9,UT-UPHL-250418190913,bbnorm,400
MN908947.3,1,29903,152263,29833,99.7659,607.392,38.8,42.9,UT-UPHL-250418190913,bbnorm,300
MN908947.3,1,29903,100970,29834,99.7693,406.166,38.8,42.9,UT-UPHL-250418190913,bbnorm,200
MN908947.3,1,29903,52713,29832,99.7626,207.22,38.7,42.7,UT-UPHL-250418190913,bbnorm,100
MN908947.3,1,29903,26397,29825,99.7392,103.404,38.6,42.5,UT-UPHL-250418190913,bbnorm,50
MN908947.3,1,29903,15749,29819,99.7191,61.1535,38.5,42.5,UT-UPHL-250418190913,bbnorm,30
MN908947.3,1,29903,4674,29785,99.6054,17.9505,38.5,42.2,UT-UPHL-250418190913,bbnorm,10
MN908947.3,1,29903,1743955,29880,99.9231,7225.41,38.8,43.2,UT-UPHL-250418190913,seqkit,10000
MN908947.3,1,29903,874154,29880,99.9231,3617.24,38.8,43.2,UT-UPHL-250418190913,seqkit,5000
MN908947.3,1,29903,172309,29846,99.8094,718.711,38.8,43.3,UT-UPHL-250418190913,seqkit,1000
MN908947.3,1,29903,85994,29826,99.7425,359.634,38.8,43.3,UT-UPHL-250418190913,seqkit,500
MN908947.3,1,29903,52014,29805,99.6723,216.834,38.8,43.2,UT-UPHL-250418190913,seqkit,400
MN908947.3,1,29903,34516,29667,99.2108,144.273,38.8,43.3,UT-UPHL-250418190913,seqkit,300
MN908947.3,1,29903,26019,29654,99.1673,108.5,38.8,43.2,UT-UPHL-250418190913,seqkit,200
MN908947.3,1,29903,17286,29643,99.1305,72.3077,38.8,43.3,UT-UPHL-250418190913,seqkit,100
MN908947.3,1,29903,8542,29304,97.9969,35.8253,38.8,43.3,UT-UPHL-250418190913,seqkit,50
MN908947.3,1,29903,5118,28837,96.4351,21.5482,38.8,43.3,UT-UPHL-250418190913,seqkit,30
MN908947.3,1,29903,1687,26914,90.0043,7.07842,38.8,43.3,UT-UPHL-250418190913,seqkit,10
MN908947.3,1,29903,969711,29433,98.4283,3810.98,38.9,43.2,UT-UPHL-250418232686,all,all
MN908947.3,1,29903,728492,28468,95.2012,2851.92,38.9,43.1,UT-UPHL-250418232686,bbnorm,10000
MN908947.3,1,29903,577758,28468,95.2012,2249.25,38.9,43.1,UT-UPHL-250418232686,bbnorm,5000
MN908947.3,1,29903,263273,28438,95.1008,1012.42,38.9,42.8,UT-UPHL-250418232686,bbnorm,1000
MN908947.3,1,29903,164673,28396,94.9604,627.951,38.9,42.7,UT-UPHL-250418232686,bbnorm,500
MN908947.3,1,29903,139981,28395,94.957,532.13,38.9,42.6,UT-UPHL-250418232686,bbnorm,400
MN908947.3,1,29903,113472,28184,94.2514,428.707,38.9,42.5,UT-UPHL-250418232686,bbnorm,300
MN908947.3,1,29903,82003,28243,94.4487,307.235,38.9,42.4,UT-UPHL-250418232686,bbnorm,200
MN908947.3,1,29903,46850,28122,94.0441,172.314,38.9,42,UT-UPHL-250418232686,bbnorm,100
MN908947.3,1,29903,25070,27998,93.6294,91.3646,38.8,41.7,UT-UPHL-250418232686,bbnorm,50
MN908947.3,1,29903,16191,27978,93.5625,58.6015,38.8,41.5,UT-UPHL-250418232686,bbnorm,30
MN908947.3,1,29903,5526,27898,93.295,19.7906,38.8,41.2,UT-UPHL-250418232686,bbnorm,10
MN908947.3,1,29903,969710,29433,98.4283,3810.98,38.9,43.2,UT-UPHL-250418232686,seqkit,10000
MN908947.3,1,29903,715452,29284,97.93,2824.12,38.9,43.2,UT-UPHL-250418232686,seqkit,5000
MN908947.3,1,29903,139001,27953,93.4789,557.221,38.9,43.3,UT-UPHL-250418232686,seqkit,1000
MN908947.3,1,29903,69328,27072,90.5327,278.041,38.9,43.3,UT-UPHL-250418232686,seqkit,500
MN908947.3,1,29903,41463,26025,87.0314,166.233,38.9,43.3,UT-UPHL-250418232686,seqkit,400
MN908947.3,1,29903,27809,25323,84.6838,111.555,38.9,43.3,UT-UPHL-250418232686,seqkit,300
MN908947.3,1,29903,20992,24110,80.6274,83.6778,38.9,43.3,UT-UPHL-250418232686,seqkit,200
MN908947.3,1,29903,13950,23022,76.9889,55.5495,38.9,43.3,UT-UPHL-250418232686,seqkit,100
MN908947.3,1,29903,7060,21178,70.8223,28.0446,38.9,43.2,UT-UPHL-250418232686,seqkit,50
MN908947.3,1,29903,4223,19103,63.8832,16.7778,38.9,43.2,UT-UPHL-250418232686,seqkit,30
MN908947.3,1,29903,1429,13769,46.0455,5.68662,38.9,43.4,UT-UPHL-250418232686,seqkit,10
MN908947.3,1,29903,628857,29873,99.8997,2742.39,38.9,43.2,UT-UPHL-250418257080,all,all
MN908947.3,1,29903,628522,29873,99.8997,2741.44,38.9,43.2,UT-UPHL-250418257080,bbnorm,10000
MN908947.3,1,29903,628522,29873,99.8997,2741.44,38.9,43.2,UT-UPHL-250418257080,bbnorm,5000
MN908947.3,1,29903,349753,29843,99.7994,1515.79,38.9,43.1,UT-UPHL-250418257080,bbnorm,1000
MN908947.3,1,29903,196518,29836,99.7759,851.505,39,43.2,UT-UPHL-250418257080,bbnorm,500
MN908947.3,1,29903,161231,29833,99.7659,696.872,39,43.1,UT-UPHL-250418257080,bbnorm,400
MN908947.3,1,29903,123863,29836,99.7759,535.827,39,43.2,UT-UPHL-250418257080,bbnorm,300
MN908947.3,1,29903,85120,29832,99.7626,367.48,39,43.2,UT-UPHL-250418257080,bbnorm,200
MN908947.3,1,29903,44115,29827,99.7458,190.006,39,43.1,UT-UPHL-250418257080,bbnorm,100
MN908947.3,1,29903,22181,29804,99.6689,95.5409,39,43.2,UT-UPHL-250418257080,bbnorm,50
MN908947.3,1,29903,13166,29797,99.6455,57.0054,39,43.1,UT-UPHL-250418257080,bbnorm,30
MN908947.3,1,29903,4197,29708,99.3479,18.1459,38.9,43.1,UT-UPHL-250418257080,bbnorm,10
MN908947.3,1,29903,628857,29873,99.8997,2742.39,38.9,43.2,UT-UPHL-250418257080,seqkit,10000
MN908947.3,1,29903,628857,29873,99.8997,2742.39,38.9,43.2,UT-UPHL-250418257080,seqkit,5000
MN908947.3,1,29903,179835,29843,99.7994,787.876,38.9,43.2,UT-UPHL-250418257080,seqkit,1000
MN908947.3,1,29903,89933,29835,99.7726,394.469,38.9,43.2,UT-UPHL-250418257080,seqkit,500
MN908947.3,1,29903,54116,29818,99.7157,236.473,38.9,43.2,UT-UPHL-250418257080,seqkit,400
MN908947.3,1,29903,35832,29816,99.7091,156.805,38.9,43.2,UT-UPHL-250418257080,seqkit,300
MN908947.3,1,29903,26638,29753,99.4984,116.682,38.9,43.2,UT-UPHL-250418257080,seqkit,200
MN908947.3,1,29903,17599,29668,99.2141,77.3418,38.9,43.2,UT-UPHL-250418257080,seqkit,100
MN908947.3,1,29903,8739,29318,98.0437,38.3734,38.9,43.2,UT-UPHL-250418257080,seqkit,50
MN908947.3,1,29903,5302,28743,96.1208,23.2602,38.9,43.2,UT-UPHL-250418257080,seqkit,30
MN908947.3,1,29903,1746,26334,88.0647,7.66853,38.9,43.3,UT-UPHL-250418257080,seqkit,10
MN908947.3,1,29903,1776451,29883,99.9331,7456.22,38.9,43.2,UT-UPHL-250418259595,all,all
MN908947.3,1,29903,1760764,29883,99.9331,7389.98,38.9,43.2,UT-UPHL-250418259595,bbnorm,10000
MN908947.3,1,29903,1532982,29883,99.9331,6422.61,38.9,43.1,UT-UPHL-250418259595,bbnorm,5000
MN908947.3,1,29903,467379,29862,99.8629,1919.54,38.9,43,UT-UPHL-250418259595,bbnorm,1000
MN908947.3,1,29903,242613,29859,99.8529,987.771,38.9,43,UT-UPHL-250418259595,bbnorm,500
MN908947.3,1,29903,195046,29833,99.7659,794.596,38.9,43,UT-UPHL-250418259595,bbnorm,400
MN908947.3,1,29903,146845,29856,99.8428,597.182,38.9,42.9,UT-UPHL-250418259595,bbnorm,300
MN908947.3,1,29903,97968,29832,99.7626,400.099,38.9,42.9,UT-UPHL-250418259595,bbnorm,200
MN908947.3,1,29903,50035,29839,99.786,202.697,38.8,42.8,UT-UPHL-250418259595,bbnorm,100
MN908947.3,1,29903,25368,29822,99.7291,101.31,38.7,42.7,UT-UPHL-250418259595,bbnorm,50
MN908947.3,1,29903,14971,29797,99.6455,59.7581,38.7,42.6,UT-UPHL-250418259595,bbnorm,30
MN908947.3,1,29903,4576,29778,99.582,18.1618,38.6,42.6,UT-UPHL-250418259595,bbnorm,10
MN908947.3,1,29903,1763709,29883,99.9331,7402.46,38.9,43.2,UT-UPHL-250418259595,seqkit,10000
MN908947.3,1,29903,888852,29883,99.9331,3713.3,38.9,43.2,UT-UPHL-250418259595,seqkit,5000
MN908947.3,1,29903,175303,29859,99.8529,738.759,38.9,43.2,UT-UPHL-250418259595,seqkit,1000
MN908947.3,1,29903,88133,29831,99.7592,370.117,38.9,43.2,UT-UPHL-250418259595,seqkit,500
MN908947.3,1,29903,52921,29828,99.7492,222.09,38.9,43.2,UT-UPHL-250418259595,seqkit,400
MN908947.3,1,29903,35237,29801,99.6589,147.916,38.9,43.2,UT-UPHL-250418259595,seqkit,300
MN908947.3,1,29903,26432,29792,99.6288,111.007,38.9,43.2,UT-UPHL-250418259595,seqkit,200
MN908947.3,1,29903,17641,29775,99.5719,74.0852,38.9,43.2,UT-UPHL-250418259595,seqkit,100
MN908947.3,1,29903,8806,29559,98.8496,36.9638,38.9,43.2,UT-UPHL-250418259595,seqkit,50
MN908947.3,1,29903,5258,29329,98.0805,22.1412,38.9,43.2,UT-UPHL-250418259595,seqkit,30
MN908947.3,1,29903,1748,27594,92.2784,7.36926,38.9,43.3,UT-UPHL-250418259595,seqkit,10
MN908947.3,1,29903,540193,29149,97.4785,2091.99,38.8,43.3,UT-UPHL-250418280840,all,all
MN908947.3,1,29903,433930,26943,90.1013,1675.75,38.9,43.2,UT-UPHL-250418280840,bbnorm,10000
MN908947.3,1,29903,366333,26943,90.1013,1413.35,38.9,43.1,UT-UPHL-250418280840,bbnorm,5000
MN908947.3,1,29903,202820,26868,89.8505,772.296,38.9,42.7,UT-UPHL-250418280840,bbnorm,1000
MN908947.3,1,29903,133507,26850,89.7903,501.621,38.9,42.5,UT-UPHL-250418280840,bbnorm,500
MN908947.3,1,29903,115201,26799,89.6198,430.096,38.9,42.4,UT-UPHL-250418280840,bbnorm,400
MN908947.3,1,29903,94022,26643,89.0981,349.463,38.9,42.3,UT-UPHL-250418280840,bbnorm,300
MN908947.3,1,29903,69150,26557,88.8105,254.789,38.9,42,UT-UPHL-250418280840,bbnorm,200
MN908947.3,1,29903,40245,26688,89.2486,146.449,38.9,41.7,UT-UPHL-250418280840,bbnorm,100
MN908947.3,1,29903,22595,26349,88.1149,81.9305,38.9,41.5,UT-UPHL-250418280840,bbnorm,50
MN908947.3,1,29903,14106,26546,88.7737,50.9923,38.9,41.2,UT-UPHL-250418280840,bbnorm,30
MN908947.3,1,29903,4944,25979,86.8776,17.817,38.8,41,UT-UPHL-250418280840,bbnorm,10
MN908947.3,1,29903,540193,29149,97.4785,2091.99,38.8,43.3,UT-UPHL-250418280840,seqkit,10000
MN908947.3,1,29903,540193,29149,97.4785,2091.99,38.8,43.3,UT-UPHL-250418280840,seqkit,5000
MN908947.3,1,29903,116895,26829,89.7201,464.163,38.9,43.4,UT-UPHL-250418280840,seqkit,1000
MN908947.3,1,29903,58183,25863,86.4896,230.852,38.9,43.4,UT-UPHL-250418280840,seqkit,500
MN908947.3,1,29903,34678,24794,82.9148,138.124,38.9,43.4,UT-UPHL-250418280840,seqkit,400
MN908947.3,1,29903,22972,23425,78.3366,91.2848,38.8,43.4,UT-UPHL-250418280840,seqkit,300
MN908947.3,1,29903,17293,22249,74.4039,68.6556,38.8,43.4,UT-UPHL-250418280840,seqkit,200
MN908947.3,1,29903,11373,21657,72.4242,45.1892,38.8,43.4,UT-UPHL-250418280840,seqkit,100
MN908947.3,1,29903,5658,19158,64.0672,22.4397,38.8,43.4,UT-UPHL-250418280840,seqkit,50
MN908947.3,1,29903,3440,17570,58.7566,13.5964,38.8,43.4,UT-UPHL-250418280840,seqkit,30
MN908947.3,1,29903,1125,13037,43.5976,4.47734,38.7,43.5,UT-UPHL-250418280840,seqkit,10
MN908947.3,1,29903,1967973,29903,100,8192.8,38.9,43.3,UT-UPHL-250418335421,all,all
MN908947.3,1,29903,1923275,29903,100,8003.78,38.9,43.3,UT-UPHL-250418335421,bbnorm,10000
MN908947.3,1,29903,1575700,29903,100,6540.31,38.9,43.2,UT-UPHL-250418335421,bbnorm,5000
MN908947.3,1,29903,465185,29891,99.9599,1890.16,38.9,43,UT-UPHL-250418335421,bbnorm,1000
MN908947.3,1,29903,244264,29882,99.9298,983.797,38.9,42.9,UT-UPHL-250418335421,bbnorm,500
MN908947.3,1,29903,195820,29870,99.8896,790.272,38.9,42.9,UT-UPHL-250418335421,bbnorm,400
MN908947.3,1,29903,147915,29837,99.7793,598.698,38.9,42.9,UT-UPHL-250418335421,bbnorm,300
MN908947.3,1,29903,99404,29830,99.7559,401.879,38.8,42.9,UT-UPHL-250418335421,bbnorm,200
MN908947.3,1,29903,51298,29829,99.7525,205.487,38.8,42.8,UT-UPHL-250418335421,bbnorm,100
MN908947.3,1,29903,26226,29823,99.7325,103.298,38.7,42.6,UT-UPHL-250418335421,bbnorm,50
MN908947.3,1,29903,15544,29813,99.699,61.0442,38.6,42.6,UT-UPHL-250418335421,bbnorm,30
MN908947.3,1,29903,4583,29714,99.368,17.6955,38.4,42.5,UT-UPHL-250418335421,bbnorm,10
MN908947.3,1,29903,1760426,29903,100,7329.57,38.9,43.3,UT-UPHL-250418335421,seqkit,10000
MN908947.3,1,29903,882184,29884,99.9365,3668.08,38.8,43.3,UT-UPHL-250418335421,seqkit,5000
MN908947.3,1,29903,174549,29833,99.7659,730.274,38.9,43.3,UT-UPHL-250418335421,seqkit,1000
MN908947.3,1,29903,86423,29825,99.7392,363.12,38.9,43.3,UT-UPHL-250418335421,seqkit,500
MN908947.3,1,29903,52321,29721,99.3914,218.754,38.8,43.3,UT-UPHL-250418335421,seqkit,400
MN908947.3,1,29903,34721,29718,99.3813,145.514,38.9,43.3,UT-UPHL-250418335421,seqkit,300
MN908947.3,1,29903,26166,29625,99.0703,109.279,38.9,43.3,UT-UPHL-250418335421,seqkit,200
MN908947.3,1,29903,17360,29541,98.7894,72.4669,38.8,43.3,UT-UPHL-250418335421,seqkit,100
MN908947.3,1,29903,8711,29426,98.4048,36.3566,38.9,43.3,UT-UPHL-250418335421,seqkit,50
MN908947.3,1,29903,5249,28994,96.9602,21.8565,38.9,43.3,UT-UPHL-250418335421,seqkit,30
MN908947.3,1,29903,1760,26642,89.0947,7.31432,38.9,43.3,UT-UPHL-250418335421,seqkit,10
MN908947.3,1,29903,261950,29892,99.9632,1104.36,38.8,43.1,UT-UPHL-250418343523,all,all
MN908947.3,1,29903,260628,29892,99.9632,1101.4,38.8,43.1,UT-UPHL-250418343523,bbnorm,10000
MN908947.3,1,29903,260628,29892,99.9632,1101.4,38.8,43.1,UT-UPHL-250418343523,bbnorm,5000
MN908947.3,1,29903,248374,29892,99.9632,1048.97,38.8,43.1,UT-UPHL-250418343523,bbnorm,1000
MN908947.3,1,29903,188202,29873,99.8997,791.76,38.9,43,UT-UPHL-250418343523,bbnorm,500
MN908947.3,1,29903,160297,29873,99.8997,673.22,38.9,43,UT-UPHL-250418343523,bbnorm,400
MN908947.3,1,29903,127327,29879,99.9197,533.776,38.9,43.1,UT-UPHL-250418343523,bbnorm,300
MN908947.3,1,29903,88849,29825,99.7392,372.044,39,43.1,UT-UPHL-250418343523,bbnorm,200
MN908947.3,1,29903,46640,29827,99.7458,192.846,39,43.1,UT-UPHL-250418343523,bbnorm,100
MN908947.3,1,29903,23590,29803,99.6656,97.2081,39,43.1,UT-UPHL-250418343523,bbnorm,50
MN908947.3,1,29903,14151,29793,99.6321,58.7046,39,43,UT-UPHL-250418343523,bbnorm,30
MN908947.3,1,29903,4679,29793,99.6321,19.2877,39,43,UT-UPHL-250418343523,bbnorm,10
MN908947.3,1,29903,261950,29892,99.9632,1104.36,38.8,43.1,UT-UPHL-250418343523,seqkit,10000
MN908947.3,1,29903,261950,29892,99.9632,1104.36,38.8,43.1,UT-UPHL-250418343523,seqkit,5000
MN908947.3,1,29903,173796,29880,99.9231,734.041,38.8,43.1,UT-UPHL-250418343523,seqkit,1000
MN908947.3,1,29903,86994,29878,99.9164,366.609,38.8,43.1,UT-UPHL-250418343523,seqkit,500
MN908947.3,1,29903,52051,29824,99.7358,219.828,38.8,43,UT-UPHL-250418343523,seqkit,400
MN908947.3,1,29903,34590,29804,99.6689,146.214,38.8,43,UT-UPHL-250418343523,seqkit,300
MN908947.3,1,29903,26006,29800,99.6556,110.009,38.8,43.1,UT-UPHL-250418343523,seqkit,200
MN908947.3,1,29903,17390,29728,99.4148,73.5694,38.9,43.1,UT-UPHL-250418343523,seqkit,100
MN908947.3,1,29903,8700,29598,98.98,36.7396,38.9,43.1,UT-UPHL-250418343523,seqkit,50
MN908947.3,1,29903,5244,29529,98.7493,22.033,38.9,43.1,UT-UPHL-250418343523,seqkit,30
MN908947.3,1,29903,1752,28174,94.218,7.37468,38.9,43.3,UT-UPHL-250418343523,seqkit,10
MN908947.3,1,29903,221814,29800,99.6556,986.331,38.9,43.4,UT-UPHL-250418355854,all,all
MN908947.3,1,29903,221632,29800,99.6556,985.774,38.9,43.4,UT-UPHL-250418355854,bbnorm,10000
MN908947.3,1,29903,221632,29800,99.6556,985.774,38.9,43.4,UT-UPHL-250418355854,bbnorm,5000
MN908947.3,1,29903,198169,29800,99.6556,880.593,38.9,43.3,UT-UPHL-250418355854,bbnorm,1000
MN908947.3,1,29903,146747,29790,99.6221,651.408,38.9,43.3,UT-UPHL-250418355854,bbnorm,500
MN908947.3,1,29903,127525,29790,99.6221,565.67,38.9,43.3,UT-UPHL-250418355854,bbnorm,400
